ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
75,Location 4 - Location 18,4,18,18,,,,1457.951794,,,,800.8308793,1553769.997
76,Location 4 - Location 19,4,19,19,,,,1831.971307,,,,1068.326387,1990083.616
77,Location 5 - Location 5,5,5,1,,,,0,,,,0,0
78,Location 5 - Location 14,5,14,2,,,,324.7603248,,,,199.9309428,278049.1767
79,Location 5 - Location 3,5,3,3,,,,373.198082,,,,252.8790101,339272.0951
80,Location 5 - Location 12,5,12,4,,,,406.211677,,,,261.5937191,411182.0226
81,Location 5 - Location 2,5,2,5,,,,425.9134139,,,,301.8519221,464303.3413
82,Location 5 - Location 4,5,4,6,,,,453.263215,,,,271.6553097,494253.7997
83,Location 5 - Location 10,5,10,7,,,,578.8741561,,,,383.3478882,526037.8785
84,Location 5 - Location 7,5,7,8,,,,677.3397263,,,,404.1728357,767149.2276
85,Location 5 - Location 13,5,13,9,,,,725.6392276,,,,424.9502193,797578.6807
86,Location 5 - Location 15,5,15,10,,,,816.3872029,,,,485.0692995,903766.4013
87,Location 5 - Location 1,5,1,11,,,,837.0099631,,,,502.7705439,912136.0224
88,Location 5 - Location 6,5,6,12,,,,979.7549231,,,,575.1761422,1154790.61
89,Location 5 - Location 17,5,17,13,,,,983.377891,,,,671.6773937,1000408.744
90,Location 5 - Location 9,5,9,14,,,,997.0334683,,,,559.2951029,1077690.537
91,Location 5 - Location 16,5,16,15,,,,1013.428608,,,,617.8270009,1083978.563
92,Location 5 - Location 11,5,11,16,,,,1025.949904,,,,690.5898173,1098097.329
93,Location 5 - Location 18,5,18,17,,,,1041.178591,,,,572.817892,1082947.756
94,Location 5 - Location 8,5,8,18,,,,1088.622365,,,,680.3748548,1199135.023
95,Location 5 - Location 19,5,19,19,,,,1526.568884,,,,831.0795938,1561052.688
96,Location 6 - Location 6,6,6,1,,,,0,,,,0,0
97,Location 6 - Location 7,6,7,2,,,,339.6497527,,,,218.7664618,390757.3308
98,Location 6 - Location 8,6,8,3,,,,498.7224365,,,,317.0145988,539372.5229
99,Location 6 - Location 1,6,1,4,,,,547.1367025,,,,354.4196581,538657.731
100,Location 6 - Location 4,6,4,5,,,,635.9912395,,,,445.2025594,716411.5267
101,Location 6 - Location 2,6,2,6,,,,654.2723968,,,,421.6534865,750247.8529
102,Location 6 - Location 3,6,3,7,,,,963.4948514,,,,556.6909575,1074550.431
103,Location 6 - Location 5,6,5,8,,,,980.4478609,,,,578.3500714,1154790.61
104,Location 6 - Location 14,6,14,9,,,,1019.554531,,,,592.0611508,1196373.624
105,Location 6 - Location 16,6,16,10,,,,1055.437691,,,,668.3740051,999751.4557
106,Location 6 - Location 12,6,12,11,,,,1296.348664,,,,755.3061565,1565953.544
107,Location 6 - Location 10,6,10,12,,,,1311.765538,,,,771.6033776,1458125.801
108,Location 6 - Location 17,6,17,13,,,,1330.553967,,,,841.7719882,1342010.463
109,Location 6 - Location 11,6,11,14,,,,1506.40781,,,,928.7174066,1667347.329
110,Location 6 - Location 13,6,13,15,,,,1615.776214,,,,918.6626567,1949982.214
111,Location 6 - Location 9,6,9,16,,,,1636.767612,,,,1038.792804,1858987.768
112,Location 6 - Location 15,6,15,17,,,,1730.070928,,,,999.049857,2015095.944
113,Location 6 - Location 18,6,18,18,,,,1832.23466,,,,1059.130671,2085815.139
114,Location 6 - Location 19,6,19,19,,,,2057.276672,,,,1198.800563,2414583.076
115,Location 7 - Location 7,7,7,1,,,,0,,,,0,0
116,Location 7 - Location 6,7,6,2,,,,340.5304141,,,,220.5192312,390757.3308
117,Location 7 - Location 2,7,2,3,,,,344.6621412,,,,246.8149121,367669.3394
118,Location 7 - Location 1,7,1,4,,,,358.4489698,,,,244.7479606,378177.3967
119,Location 7 - Location 4,7,4,5,,,,375.2835567,,,,262.0645701,375321.4062
120,Location 7 - Location 8,7,8,6,,,,534.0593889,,,,341.7639001,581401.7685
121,Location 7 - Location 3,7,3,7,,,,661.1503787,,,,383.8316089,695233.7864
122,Location 7 - Location 5,7,5,8,,,,678.1033882,,,,405.4907228,767149.2276
123,Location 7 - Location 14,7,14,9,,,,737.699049,,,,436.5210551,837677.7039
124,Location 7 - Location 16,7,16,10,,,,763.6306645,,,,489.2555605,832464.5064
125,Location 7 - Location 10,7,10,11,,,,1009.421065,,,,598.744029,1081317.46
126,Location 7 - Location 12,7,12,12,,,,1014.493181,,,,599.7660608,1177790.72
127,Location 7 - Location 17,7,17,13,,,,1038.74694,,,,662.6535436,1075814.445
128,Location 7 - Location 11,7,11,14,,,,1214.600783,,,,749.598962,1366119.189
129,Location 7 - Location 13,7,13,15,,,,1333.920732,,,,763.122561,1564272.196
130,Location 7 - Location 9,7,9,16,,,,1344.960585,,,,859.6743596,1519080.593
131,Location 7 - Location 15,7,15,17,,,,1427.726456,,,,826.1905084,1625845.695
132,Location 7 - Location 18,7,18,18,,,,1540.427634,,,,880.0122261,1710590.213
133,Location 7 - Location 19,7,19,19,,,,1765.469646,,,,1019.682118,2071005.074
134,Location 8 - Location 8,8,8,1,,,,0,,,,0,0
135,Location 8 - Location 1,8,1,2,,,,289.603864,,,,208.7443391,287277.7895
136,Location 8 - Location 6,8,6,3,,,,500.4136596,,,,319.6840799,539372.5229
137,Location 8 - Location 7,8,7,4,,,,533.3093021,,,,339.9989957,581401.7685
138,Location 8 - Location 16,8,16,5,,,,633.7488487,,,,438.731266,535646.4055
139,Location 8 - Location 2,8,2,6,,,,659.2138481,,,,437.5343885,736079.1607
140,Location 8 - Location 3,8,3,7,,,,876.1462627,,,,548.298097,971687.6456
141,Location 8 - Location 4,8,4,8,,,,895.9895446,,,,578.5731489,939331.7264
142,Location 8 - Location 17,8,17,9,,,,978.8595327,,,,691.1745963,951041.9562
143,Location 8 - Location 5,8,5,10,,,,1090.896037,,,,681.1032354,1199135.023
144,Location 8 - Location 10,8,10,11,,,,1224.416949,,,,763.2105171,1298638.281
145,Location 8 - Location 11,8,11,12,,,,1229.843185,,,,867.1585917,1304481.456
146,Location 8 - Location 14,8,14,13,,,,1266.06489,,,,798.7312386,1353024.111
147,Location 8 - Location 12,8,12,14,,,,1469.233742,,,,913.4230408,1576469.739
148,Location 8 - Location 9,8,9,15,,,,1515.929087,,,,1073.148073,1559703.427
149,Location 8 - Location 15,8,15,16,,,,1665.473274,,,,1019.759393,1908632.312
150,Location 8 - Location 18,8,18,17,,,,1736.869646,,,,1025.172713,1883030.753
151,Location 8 - Location 13,8,13,18,,,,1788.661293,,,,1076.779541,1965724.178
152,Location 8 - Location 19,8,19,19,,,,1834.691065,,,,1200.731212,2103334.127
153,Location 9 - Location 9,9,9,1,,,,0,,,,0,0
154,Location 9 - Location 11,9,11,2,,,,396.2925131,,,,243.2582694,327163.2567
155,Location 9 - Location 18,9,18,3,,,,503.4511657,,,,320.821828,463995.8054
156,Location 9 - Location 10,9,10,4,,,,518.6003125,,,,288.4561051,552566.4263
157,Location 9 - Location 19,9,19,5,,,,547.6797157,,,,324.4431063,555693.1332
158,Location 9 - Location 17,9,17,6,,,,625.6805057,,,,457.945367,647309.1701
159,Location 9 - Location 15,9,15,7,,,,807.5718945,,,,502.5661487,752156.2256
160,Location 9 - Location 3,9,3,8,,,,855.287852,,,,569.5188649,870140.313
161,Location 9 - Location 12,9,12,9,,,,870.0807638,,,,489.7585479,989545.1321
162,Location 9 - Location 16,9,16,10,,,,916.7151934,,,,612.9326019,1077204.316
163,Location 9 - Location 5,9,5,11,,,,997.3105922,,,,557.4973006,1077690.537
164,Location 9 - Location 2,9,2,12,,,,1085.275243,,,,665.9158961,1170416.955
165,Location 9 - Location 13,9,13,13,,,,1088.82641,,,,651.3945336,1138655.539
166,Location 9 - Location 14,9,14,14,,,,1184.66555,,,,655.6849287,1335635.025
167,Location 9 - Location 1,9,1,15,,,,1288.794474,,,,830.0150404,1357536.48
168,Location 9 - Location 7,9,7,16,,,,1345.460193,,,,863.1177358,1519080.593
169,Location 9 - Location 4,9,4,17,,,,1413.542295,,,,785.8861984,1464211.596
170,Location 9 - Location 8,9,8,18,,,,1515.722984,,,,1072.728922,1559703.427
171,Location 9 - Location 6,9,6,19,,,,1639.046544,,,,1044.619697,1858987.768
172,Location 10 - Location 10,10,10,1,,,,0,,,,0,0
173,Location 10 - Location 3,10,3,2,,,,372.8476168,,,,237.2257449,386171.4099
174,Location 10 - Location 12,10,12,3,,,,485.6117402,,,,314.3867108,507659.4694
175,Location 10 - Location 9,10,9,4,,,,518.3420194,,,,289.7937963,552566.4263
176,Location 10 - Location 11,10,11,5,,,,560.4792183,,,,396.0814988,628280.9577
177,Location 10 - Location 18,10,18,6,,,,562.487142,,,,303.3165854,629273.988
178,Location 10 - Location 5,10,5,7,,,,579.8171749,,,,384.2050581,526037.8785
179,Location 10 - Location 15,10,15,8,,,,593.2451151,,,,395.3692452,614048.4152
180,Location 10 - Location 17,10,17,9,,,,647.3044218,,,,459.1302945,673441.3166
181,Location 10 - Location 2,10,2,10,,,,679.527515,,,,411.3455997,713740.0407
182,Location 10 - Location 14,10,14,11,,,,767.1721327,,,,482.3926862,784081.7413
183,Location 10 - Location 13,10,13,12,,,,784.2712368,,,,511.3112632,796653.5877
184,Location 10 - Location 16,10,16,13,,,,911.2150626,,,,545.1052428,959034.6397
185,Location 10 - Location 4,10,4,14,,,,966.4419221,,,,589.4041376,947009.9694
186,Location 10 - Location 1,10,1,15,,,,973.6899947,,,,586.6824154,1037143.929
187,Location 10 - Location 7,10,7,16,,,,1010.47942,,,,598.4387147,1081317.46
188,Location 10 - Location 19,10,19,17,,,,1031.3573,,,,621.4856304,1046331.641
189,Location 10 - Location 8,10,8,18,,,,1225.302396,,,,764.2867263,1298638.281
190,Location 10 - Location 6,10,6,19,,,,1312.894617,,,,769.4420212,1458125.801
191,Location 11 - Location 11,11,11,1,,,,0,,,,0,0
192,Location 11 - Location 17,11,17,2,,,,387.4439253,,,,276.1280972,355901.3372
193,Location 11 - Location 9,11,9,3,,,,396.9125463,,,,245.2300825,327163.2567
194,Location 11 - Location 10,11,10,4,,,,566.9548057,,,,392.6709769,628280.9577
195,Location 11 - Location 19,11,19,5,,,,655.3219515,,,,375.9951663,809772.7906
196,Location 11 - Location 16,11,16,6,,,,690.6955844,,,,502.6773583,791225.7652
197,Location 11 - Location 3,11,3,7,,,,735.9121764,,,,472.3711792,812339.0424
198,Location 11 - Location 18,11,18,8,,,,852.7335086,,,,502.7016255,782866.2902
199,Location 11 - Location 2,11,2,9,,,,955.8051223,,,,556.7150081,1054453.011
200,Location 11 - Location 5,11,5,10,,,,1024.788527,,,,688.4745187,1098097.329
201,Location 11 - Location 12,11,12,11,,,,1050.408849,,,,703.8211421,1130975.654
202,Location 11 - Location 15,11,15,12,,,,1151.161123,,,,713.4493293,1026572.363
203,Location 11 - Location 1,11,1,13,,,,1159.324353,,,,720.8141525,1139575.9
204,Location 11 - Location 7,11,7,14,,,,1215.990072,,,,753.9168479,1366119.189
205,Location 11 - Location 8,11,8,15,,,,1230.379748,,,,867.7966632,1304481.456
206,Location 11 - Location 14,11,14,16,,,,1280.004679,,,,745.1120163,1374361.084
207,Location 11 - Location 4,11,4,17,,,,1284.322329,,,,802.5240756,1391461.675
208,Location 11 - Location 13,11,13,18,,,,1349.068345,,,,900.7456945,1360770.136
209,Location 11 - Location 6,11,6,19,,,,1509.576423,,,,935.4188095,1667347.329
210,Location 12 - Location 12,12,12,1,,,,0,,,,0,0
211,Location 12 - Location 13,12,13,2,,,,343.9598348,,,,205.8345744,391662.4854
212,Location 12 - Location 5,12,5,3,,,,442.7296128,,,,284.7069895,411182.0226
213,Location 12 - Location 10,12,10,4,,,,485.528071,,,,314.4843375,507659.4694
214,Location 12 - Location 14,12,14,5,,,,512.7265111,,,,315.148242,491592.0643
215,Location 12 - Location 15,12,15,6,,,,576.8118072,,,,349.4294281,549873.5007
216,Location 12 - Location 3,12,3,7,,,,660.9101048,,,,391.1597367,621246.3273
217,Location 12 - Location 4,12,4,8,,,,748.023168,,,,450.7001822,891090.1405
218,Location 12 - Location 2,12,2,9,,,,805.7463483,,,,525.6039074,856804.2142
219,Location 12 - Location 18,12,18,10,,,,849.1705821,,,,517.0090004,823675.9555
220,Location 12 - Location 9,12,9,11,,,,871.0006811,,,,492.1490729,989545.1321
221,Location 12 - Location 7,12,7,12,,,,1013.027493,,,,603.5588316,1177790.72
222,Location 12 - Location 11,12,11,13,,,,1043.849592,,,,707.3292906,1130975.654
223,Location 12 - Location 17,12,17,14,,,,1129.591677,,,,691.4253398,1162242.826
224,Location 12 - Location 1,12,1,15,,,,1214.484799,,,,740.940048,1290328.147
225,Location 12 - Location 6,12,6,16,,,,1295.400301,,,,758.6017052,1565953.544
226,Location 12 - Location 16,12,16,17,,,,1319.796476,,,,785.9744885,1368717.045
227,Location 12 - Location 19,12,19,18,,,,1367.542559,,,,826.8161592,1364096.791
228,Location 12 - Location 8,12,8,19,,,,1466.0972,,,,918.5443589,1576469.739
229,Location 13 - Location 13,13,13,1,,,,0,,,,0,0
230,Location 13 - Location 12,13,12,2,,,,344.0198299,,,,205.4340772,391662.4854
231,Location 13 - Location 15,13,15,3,,,,445.6318117,,,,267.0200213,445632.4348
232,Location 13 - Location 18,13,18,4,,,,758.3777848,,,,458.9503286,811629.537
233,Location 13 - Location 5,13,5,5,,,,763.2647335,,,,442.7373088,797578.6807
234,Location 13 - Location 14,13,14,6,,,,780.157416,,,,489.9540763,809233.889
235,Location 13 - Location 10,13,10,7,,,,785.0299859,,,,512.7315466,796653.5877
236,Location 13 - Location 3,13,3,8,,,,981.4452255,,,,549.190056,1001821.308
237,Location 13 - Location 4,13,4,9,,,,1068.558289,,,,608.7305015,1258330.423
238,Location 13 - Location 9,13,9,10,,,,1089.951724,,,,655.035747,1138655.539
239,Location 13 - Location 2,13,2,11,,,,1126.281469,,,,683.6342267,1248455.427
240,Location 13 - Location 19,13,19,12,,,,1276.749762,,,,768.7574874,1364864.178
241,Location 13 - Location 7,13,7,13,,,,1333.562613,,,,761.5891509,1564272.196
242,Location 13 - Location 11,13,11,14,,,,1343.351507,,,,905.5764997,1360770.136
243,Location 13 - Location 17,13,17,15,,,,1430.176711,,,,968.6252954,1469497.001
244,Location 13 - Location 1,13,1,16,,,,1535.019919,,,,898.9703673,1680301.915
245,Location 13 - Location 6,13,6,17,,,,1615.935421,,,,916.6320245,1949982.214
246,Location 13 - Location 16,13,16,18,,,,1640.331596,,,,944.0048078,1728207.427
247,Location 13 - Location 8,13,8,19,,,,1786.632321,,,,1076.574678,1965724.178
248,Location 14 - Location 14,14,14,1,,,,0,,,,0,0
249,Location 14 - Location 5,14,5,2,,,,324.0566523,,,,199.9592216,278049.1767
250,Location 14 - Location 4,14,4,3,,,,461.6409668,,,,273.8302433,480226.3113
251,Location 14 - Location 12,14,12,4,,,,514.8999526,,,,309.822038,491592.0643
252,Location 14 - Location 3,14,3,5,,,,612.6218689,,,,393.1450592,607839.8544
253,Location 14 - Location 2,14,2,6,,,,642.1574874,,,,397.9290592,633853.8988
254,Location 14 - Location 7,14,7,7,,,,743.2806758,,,,437.5632174,837677.7039
255,Location 14 - Location 10,14,10,8,,,,771.5927707,,,,479.6603679,784081.7413
256,Location 14 - Location 13,14,13,9,,,,787.934215,,,,488.6040364,809233.889
257,Location 14 - Location 15,14,15,10,,,,1009.105818,,,,581.3817792,1040150.469
258,Location 14 - Location 1,14,1,11,,,,1011.703525,,,,619.8335368,1074539.11
259,Location 14 - Location 6,14,6,12,,,,1025.653484,,,,592.606091,1196373.624
260,Location 14 - Location 9,14,9,13,,,,1189.752083,,,,655.6075826,1335635.025
261,Location 14 - Location 17,14,17,14,,,,1222.801678,,,,811.9434427,1274066.435
262,Location 14 - Location 18,14,18,15,,,,1233.897206,,,,669.1303717,1281609.613
263,Location 14 - Location 16,14,16,16,,,,1235.84213,,,,733.2223828,1320846.403
264,Location 14 - Location 8,14,8,17,,,,1263.315927,,,,797.4378477,1353024.111
265,Location 14 - Location 11,14,11,18,,,,1272.937273,,,,731.6289794,1374361.084
266,Location 14 - Location 19,14,19,19,,,,1719.287499,,,,927.3920734,1791791.113
267,Location 15 - Location 15,15,15,1,,,,0,,,,0,0
268,Location 15 - Location 18,15,18,2,,,,312.7459732,,,,191.9303074,368356.5799
269,Location 15 - Location 13,15,13,3,,,,445.5705924,,,,266.8613879,445632.4348
270,Location 15 - Location 12,15,12,4,,,,576.1900487,,,,347.5211048,549873.5007
271,Location 15 - Location 10,15,10,5,,,,594.038766,,,,396.12654,614048.4152
272,Location 15 - Location 9,15,9,6,,,,807.7955396,,,,499.8874378,752156.2256
273,Location 15 - Location 3,15,3,7,,,,814.0412725,,,,493.8440801,955697.0479
274,Location 15 - Location 5,15,5,8,,,,816.472265,,,,483.7319623,903766.4013
275,Location 15 - Location 19,15,19,9,,,,831.1179506,,,,501.7374662,919235.3609
276,Location 15 - Location 14,15,14,10,,,,1003.827223,,,,581.9195904,1040150.469
277,Location 15 - Location 2,15,2,11,,,,1116.602681,,,,699.9101791,1267266.872
278,Location 15 - Location 11,15,11,12,,,,1144.673763,,,,716.2542036,1026572.363
279,Location 15 - Location 17,15,17,13,,,,1231.498967,,,,779.3029994,1220861.44
280,Location 15 - Location 4,15,4,14,,,,1232.703968,,,,712.1208602,1397688.031
281,Location 15 - Location 1,15,1,15,,,,1414.88365,,,,843.3007505,1639911.154
282,Location 15 - Location 7,15,7,16,,,,1427.104864,,,,823.5180064,1625845.695
283,Location 15 - Location 16,15,16,17,,,,1472.927643,,,,888.6588319,1562861.262
284,Location 15 - Location 8,15,8,18,,,,1666.496052,,,,1020.905061,1908632.312
285,Location 15 - Location 6,15,6,19,,,,1729.52006,,,,994.5213129,2015095.944
286,Location 16 - Location 16,16,16,1,,,,0,,,,0,0
287,Location 16 - Location 17,16,17,2,,,,439.4183536,,,,325.6003333,436150.9988
288,Location 16 - Location 2,16,2,3,,,,611.1824694,,,,361.8579418,719192.2607
289,Location 16 - Location 8,16,8,4,,,,634.0427681,,,,438.7248593,535646.4055
290,Location 16 - Location 3,16,3,5,,,,671.9172675,,,,416.9096433,761418.3383
291,Location 16 - Location 11,16,11,6,,,,690.4020063,,,,501.5843288,791225.7652
292,Location 16 - Location 1,16,1,7,,,,708.235492,,,,463.6518279,476586.3278
293,Location 16 - Location 7,16,7,8,,,,764.9012102,,,,496.7545233,832464.5064
294,Location 16 - Location 10,16,10,9,,,,910.530604,,,,544.8489092,959034.6397
295,Location 16 - Location 9,16,9,10,,,,915.7214977,,,,613.9041878,1077204.316
296,Location 16 - Location 4,16,4,11,,,,935.5073457,,,,558.5114476,1060905.858
297,Location 16 - Location 5,16,5,12,,,,1012.14308,,,,617.5607273,1083978.563
298,Location 16 - Location 6,16,6,13,,,,1058.487562,,,,678.256485,999751.4557
299,Location 16 - Location 18,16,18,14,,,,1216.971683,,,,716.1848551,1458049.509
300,Location 16 - Location 14,16,14,15,,,,1236.991007,,,,734.6571852,1320846.403
301,Location 16 - Location 19,16,19,16,,,,1295.249886,,,,835.1569493,1600320.837
302,Location 16 - Location 12,16,12,17,,,,1319.60215,,,,776.468435,1368717.045
303,Location 16 - Location 15,16,15,18,,,,1469.672966,,,,886.2057389,1562861.262
304,Location 16 - Location 13,16,13,19,,,,1639.029701,,,,939.8249353,1728207.427
305,Location 17 - Location 17,17,17,1,,,,0,,,,0,0
306,Location 17 - Location 11,17,11,2,,,,387.486577,,,,277.6856021,355901.3372
307,Location 17 - Location 16,17,16,3,,,,438.4567282,,,,324.3190379,436150.9988
308,Location 17 - Location 9,17,9,4,,,,626.1649897,,,,458.1789491,647309.1701
309,Location 17 - Location 10,17,10,5,,,,647.1545555,,,,457.175453,673441.3166
310,Location 17 - Location 3,17,3,6,,,,694.406605,,,,454.3395625,667003.0096
311,Location 17 - Location 2,17,2,7,,,,779.7404097,,,,470.2460437,815043.1252
312,Location 17 - Location 18,17,18,8,,,,932.9332583,,,,567.2061015,1057517.365
313,Location 17 - Location 8,17,8,9,,,,978.1408918,,,,689.4383428,951041.9562
314,Location 17 - Location 1,17,1,10,,,,983.2596408,,,,634.3451881,805522.2259
315,Location 17 - Location 5,17,5,11,,,,983.282956,,,,670.442902,1000408.744
316,Location 17 - Location 19,17,19,12,,,,992.3344566,,,,611.2582226,1164211.809
317,Location 17 - Location 7,17,7,13,,,,1039.925359,,,,667.4478834,1075814.445
318,Location 17 - Location 4,17,4,14,,,,1129.199428,,,,696.3995627,1174510.052
319,Location 17 - Location 12,17,12,15,,,,1130.608599,,,,768.3256181,1162242.826
320,Location 17 - Location 14,17,14,16,,,,1223.062157,,,,810.7409076,1274066.435
321,Location 17 - Location 15,17,15,17,,,,1231.360872,,,,777.9538053,1220861.44
322,Location 17 - Location 6,17,6,18,,,,1333.51171,,,,848.9498451,1342010.463
323,Location 17 - Location 13,17,13,19,,,,1429.268095,,,,965.2501705,1469497.001
324,Location 18 - Location 18,18,18,1,,,,0,,,,0,0
325,Location 18 - Location 15,18,15,2,,,,312.7742703,,,,194.3842137,368356.5799
326,Location 18 - Location 9,18,9,3,,,,504.1148018,,,,320.5047159,463995.8054
