ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
172,Location 10 - Location 4,10,4,10,,,,931.7050317,,,,548.0634171,1008281.916
173,Location 10 - Location 2,10,2,11,,,,961.5658752,,,,563.5549576,1015716.477
174,Location 10 - Location 9,10,9,12,,,,1021.158649,,,,657.0703237,1047829.453
175,Location 10 - Location 16,10,16,13,,,,1022.019512,,,,558.7933876,1122741.249
176,Location 10 - Location 17,10,17,14,,,,1048.087238,,,,640.3590634,1035343.109
177,Location 10 - Location 6,10,6,15,,,,1135.49037,,,,662.6982439,1260394.9
178,Location 10 - Location 5,10,5,16,,,,1179.220137,,,,695.8068351,1289383.176
179,Location 10 - Location 18,10,18,17,,,,1325.519862,,,,779.2952387,1565579.181
180,Location 10 - Location 14,10,14,18,,,,1360.72197,,,,802.284741,1461367.123
181,Location 11 - Location 11,11,11,1,,,,0,,,,0,0
182,Location 11 - Location 10,11,10,2,,,,372.0268911,,,,236.6109798,392997.8315
183,Location 11 - Location 1,11,1,3,,,,421.4608568,,,,263.4940118,368095.3955
184,Location 11 - Location 8,11,8,4,,,,430.4865503,,,,272.1897695,407908.8792
185,Location 11 - Location 3,11,3,5,,,,488.6978834,,,,296.2892739,522403.7193
186,Location 11 - Location 13,11,13,6,,,,585.8712179,,,,370.5427997,530103.0912
187,Location 11 - Location 4,11,4,7,,,,627.1754063,,,,386.1789924,648256.8414
188,Location 11 - Location 12,11,12,8,,,,643.0705801,,,,381.3723971,673649.3273
189,Location 11 - Location 2,11,2,9,,,,728.8395366,,,,460.6911753,716408.7015
190,Location 11 - Location 7,11,7,10,,,,756.5432525,,,,438.5744912,734482.0807
191,Location 11 - Location 6,11,6,11,,,,830.9607441,,,,500.8138192,873295.8126
192,Location 11 - Location 5,11,5,12,,,,870.7543837,,,,546.8896111,904633.7026
193,Location 11 - Location 9,11,9,13,,,,903.046281,,,,531.3941382,837793.8773
194,Location 11 - Location 15,11,15,14,,,,904.0627476,,,,539.1910684,1028185.027
195,Location 11 - Location 18,11,18,15,,,,1012.128995,,,,598.5380319,1172649.102
196,Location 11 - Location 14,11,14,16,,,,1070.58546,,,,651.3884183,1109810.752
197,Location 11 - Location 16,11,16,17,,,,1202.20067,,,,699.7681157,1258593.308
198,Location 11 - Location 17,11,17,18,,,,1315.49113,,,,762.8967462,1293113.634
199,Location 12 - Location 12,12,12,1,,,,0,,,,0,0
200,Location 12 - Location 10,12,10,2,,,,318.7942879,,,,191.1658622,296279.5332
201,Location 12 - Location 7,12,7,3,,,,345.6693137,,,,216.6788278,329416.9031
202,Location 12 - Location 11,12,11,4,,,,643.3645376,,,,380.4159472,673649.3273
203,Location 12 - Location 13,12,13,5,,,,646.0783737,,,,373.2523339,591589.896
204,Location 12 - Location 8,12,8,6,,,,673.9031269,,,,446.610766,734276.0033
205,Location 12 - Location 17,12,17,7,,,,778.4730137,,,,483.1755111,799966.8622
206,Location 12 - Location 16,12,16,8,,,,851.2908415,,,,534.1264485,979651.1735
207,Location 12 - Location 1,12,1,9,,,,938.8213168,,,,555.7269807,917810.8556
208,Location 12 - Location 15,12,15,10,,,,1036.187852,,,,705.2133916,1042153.528
209,Location 12 - Location 3,12,3,11,,,,1065.148545,,,,663.1700195,1181988.062
210,Location 12 - Location 2,12,2,12,,,,1090.67007,,,,664.7760012,1202090.079
211,Location 12 - Location 9,12,9,13,,,,1136.074307,,,,749.9212126,1170398.077
212,Location 12 - Location 4,12,4,14,,,,1204.958871,,,,692.981618,1303291.503
213,Location 12 - Location 5,12,5,15,,,,1308.324331,,,,797.0278787,1542663.908
214,Location 12 - Location 6,12,6,16,,,,1408.744209,,,,807.6164448,1546835.958
215,Location 12 - Location 14,12,14,17,,,,1489.826164,,,,903.5057846,1675619.484
216,Location 12 - Location 18,12,18,18,,,,1596.618381,,,,922.7573275,1837206.707
217,Location 13 - Location 13,13,13,1,,,,0,,,,0,0
218,Location 13 - Location 10,13,10,2,,,,441.5112029,,,,277.0301411,387651.4589
219,Location 13 - Location 1,13,1,3,,,,554.7363614,,,,362.9158772,491000.4963
220,Location 13 - Location 11,13,11,4,,,,585.5642066,,,,370.2675914,530103.0912
221,Location 13 - Location 12,13,12,5,,,,645.9285061,,,,374.7119182,591589.896
222,Location 13 - Location 7,13,7,6,,,,838.7669001,,,,490.5924756,859740.2532
223,Location 13 - Location 8,13,8,7,,,,855.6080387,,,,508.9246252,879418.2979
224,Location 13 - Location 4,13,4,8,,,,973.91299,,,,584.6529172,927309.8982
225,Location 13 - Location 3,13,3,9,,,,981.2123586,,,,626.1025119,990094.564
226,Location 13 - Location 6,13,6,10,,,,1195.888541,,,,746.6406421,1234386.095
227,Location 13 - Location 2,13,2,11,,,,1243.066127,,,,741.5488441,1246115.932
228,Location 13 - Location 9,13,9,12,,,,1328.167769,,,,768.1289939,1344758.956
229,Location 13 - Location 15,13,15,13,,,,1329.184236,,,,775.9259241,1425505.466
230,Location 13 - Location 16,13,16,14,,,,1344.388428,,,,808.0400964,1508492.481
231,Location 13 - Location 5,13,5,15,,,,1363.268859,,,,876.702849,1380632.16
232,Location 13 - Location 17,13,17,16,,,,1375.204687,,,,823.2202535,1387788.527
233,Location 13 - Location 18,13,18,17,,,,1442.827334,,,,874.0452378,1589437.141
234,Location 13 - Location 14,13,14,18,,,,1563.099935,,,,981.2016563,1625901.614
235,Location 14 - Location 14,14,14,1,,,,0,,,,0,0
236,Location 14 - Location 5,14,5,2,,,,315.0361739,,,,205.8028279,356118.124
237,Location 14 - Location 18,14,18,3,,,,541.1987826,,,,349.9317483,585172.2835
238,Location 14 - Location 3,14,3,4,,,,597.8840821,,,,393.34198,665033.6122
239,Location 14 - Location 6,14,6,5,,,,675.4262026,,,,428.5306017,755401.5861
240,Location 14 - Location 2,14,2,6,,,,740.6079764,,,,492.3179296,490889.7445
241,Location 14 - Location 9,14,9,7,,,,841.4267567,,,,588.7310321,679879.0185
242,Location 14 - Location 4,14,4,8,,,,895.6915795,,,,564.6878999,972638.9766
243,Location 14 - Location 8,14,8,9,,,,963.648604,,,,654.1290394,952087.7899
244,Location 14 - Location 11,14,11,10,,,,1099.095128,,,,692.5733175,1109810.752
245,Location 14 - Location 1,14,1,11,,,,1133.689327,,,,681.1328715,1232310.359
246,Location 14 - Location 15,14,15,12,,,,1154.668523,,,,806.3636828,1174189.399
247,Location 14 - Location 10,14,10,13,,,,1361.007007,,,,801.8436593,1461367.123
248,Location 14 - Location 7,14,7,14,,,,1486.567631,,,,902.9292853,1543549.988
249,Location 14 - Location 12,14,12,15,,,,1488.793391,,,,903.315426,1675619.484
250,Location 14 - Location 16,14,16,16,,,,1504.581246,,,,1034.572455,1650419.994
251,Location 14 - Location 13,14,13,17,,,,1565.241119,,,,981.571394,1625901.614
252,Location 14 - Location 17,14,17,18,,,,1929.320741,,,,1262.056198,1936766.496
253,Location 15 - Location 15,15,15,1,,,,0,,,,0,0
254,Location 15 - Location 16,15,16,2,,,,432.2694698,,,,282.0779768,484919.96
255,Location 15 - Location 9,15,9,3,,,,511.0434281,,,,311.9331313,499303.5599
256,Location 15 - Location 8,15,8,4,,,,541.2000912,,,,329.0868661,629256.8308
257,Location 15 - Location 2,15,2,5,,,,674.014139,,,,400.3761107,758924.5654
258,Location 15 - Location 7,15,7,6,,,,729.7103492,,,,446.9555627,733856.952
259,Location 15 - Location 17,15,17,7,,,,857.0089645,,,,509.5617197,844080.8126
260,Location 15 - Location 11,15,11,8,,,,910.993509,,,,552.7894114,1028185.027
261,Location 15 - Location 10,15,10,9,,,,922.0024218,,,,612.7812947,1053236.449
262,Location 15 - Location 12,15,12,10,,,,1036.132797,,,,706.4791144,1042153.528
263,Location 15 - Location 3,15,3,11,,,,1040.870964,,,,597.3816433,1154318.193
264,Location 15 - Location 14,15,14,12,,,,1154.136132,,,,806.4441425,1174189.399
265,Location 15 - Location 5,15,5,13,,,,1165.495039,,,,726.4995716,1286574.743
266,Location 15 - Location 1,15,1,14,,,,1271.502109,,,,820.5452172,1389503.99
267,Location 15 - Location 13,15,13,15,,,,1335.830718,,,,788.6531,1425505.466
268,Location 15 - Location 6,15,6,16,,,,1350.165207,,,,827.550088,1552871.891
269,Location 15 - Location 4,15,4,17,,,,1374.543843,,,,845.5036897,1510579.634
270,Location 15 - Location 18,15,18,18,,,,1462.966306,,,,919.5727713,1638946.034
271,Location 16 - Location 16,16,16,1,,,,0,,,,0,0
272,Location 16 - Location 15,16,15,2,,,,432.5434761,,,,282.5385131,484919.96
273,Location 16 - Location 17,16,17,3,,,,508.4821483,,,,314.6005961,423680.3877
274,Location 16 - Location 7,16,7,4,,,,517.4950291,,,,324.4143159,658299.5687
275,Location 16 - Location 9,16,9,5,,,,812.0649097,,,,468.1694654,970641.603
276,Location 16 - Location 8,16,8,6,,,,833.3225813,,,,477.3452103,932916.7374
277,Location 16 - Location 12,16,12,7,,,,851.1546825,,,,532.6578851,979651.1735
278,Location 16 - Location 2,16,2,8,,,,975.0356206,,,,556.6124447,1206580.192
279,Location 16 - Location 10,16,10,9,,,,1020.821867,,,,556.927633,1122741.249
280,Location 16 - Location 11,16,11,10,,,,1203.115999,,,,701.0477556,1258593.308
281,Location 16 - Location 3,16,3,11,,,,1341.892445,,,,753.6179773,1531061.491
282,Location 16 - Location 13,16,13,12,,,,1344.433323,,,,804.5289125,1508492.481
283,Location 16 - Location 5,16,5,13,,,,1466.516521,,,,882.7359056,1727667.461
284,Location 16 - Location 14,16,14,14,,,,1504.409515,,,,1035.224486,1650419.994
285,Location 16 - Location 1,16,1,15,,,,1545.250495,,,,865.0949373,1623335.889
286,Location 16 - Location 6,16,6,16,,,,1651.186689,,,,983.786422,1945410.984
287,Location 16 - Location 4,16,4,17,,,,1671.759812,,,,997.8895808,1843673.865
288,Location 16 - Location 18,16,18,18,,,,1763.987787,,,,1075.809105,2080755.187
289,Location 17 - Location 17,17,17,1,,,,0,,,,0,0
290,Location 17 - Location 16,17,16,2,,,,508.652144,,,,315.6425589,423680.3877
291,Location 17 - Location 7,17,7,3,,,,605.8786139,,,,366.4583741,564705.418
292,Location 17 - Location 12,17,12,4,,,,778.4030512,,,,485.0481222,799966.8622
293,Location 17 - Location 15,17,15,5,,,,856.7372661,,,,509.0498332,844080.8126
294,Location 17 - Location 9,17,9,6,,,,1006.514147,,,,651.317548,1270478.329
295,Location 17 - Location 8,17,8,7,,,,1025.700182,,,,651.8921705,1077584.334
296,Location 17 - Location 10,17,10,8,,,,1047.953278,,,,641.0740616,1035343.109
297,Location 17 - Location 2,17,2,9,,,,1169.484858,,,,739.7605274,1458662.542
298,Location 17 - Location 11,17,11,10,,,,1316.21142,,,,766.3694632,1293113.634
299,Location 17 - Location 13,17,13,11,,,,1375.237364,,,,823.1605333,1387788.527
300,Location 17 - Location 3,17,3,12,,,,1536.341682,,,,936.76606,1681614.298
301,Location 17 - Location 1,17,1,13,,,,1621.052236,,,,935.7777029,1627686.421
302,Location 17 - Location 5,17,5,14,,,,1660.965758,,,,1065.883988,1947932.53
303,Location 17 - Location 14,17,14,15,,,,1805.500665,,,,1242.48404,1936766.496
304,Location 17 - Location 6,17,6,16,,,,1845.635926,,,,1166.934505,2094965.983
305,Location 17 - Location 4,17,4,17,,,,1859.936891,,,,1173.790295,1931577.741
306,Location 17 - Location 18,17,18,18,,,,1958.437024,,,,1258.957188,2292362.941
307,Location 18 - Location 18,18,18,1,,,,0,,,,0,0
308,Location 18 - Location 5,18,5,2,,,,324.2075511,,,,227.2207093,353425.71
309,Location 18 - Location 6,18,6,3,,,,341.8004326,,,,235.0670835,379015.8069
310,Location 18 - Location 14,18,14,4,,,,540.0089466,,,,349.2284117,585172.2835
311,Location 18 - Location 3,18,3,5,,,,576.1972584,,,,358.1280481,655244.3588
312,Location 18 - Location 4,18,4,6,,,,654.7212155,,,,407.7963629,702260.1422
313,Location 18 - Location 2,18,2,7,,,,855.0613036,,,,572.8073478,880338.6222
314,Location 18 - Location 1,18,1,8,,,,965.9846219,,,,567.8588279,1109704.935
315,Location 18 - Location 11,18,11,9,,,,1011.712122,,,,601.0307596,1172649.102
316,Location 18 - Location 9,18,9,10,,,,1070.279606,,,,696.4632663,1147629.495
317,Location 18 - Location 8,18,8,11,,,,1078.101931,,,,734.6184576,1218922.799
318,Location 18 - Location 10,18,10,12,,,,1325.086196,,,,779.4414567,1565579.181
319,Location 18 - Location 13,18,13,13,,,,1441.818784,,,,874.493752,1589437.141
320,Location 18 - Location 15,18,15,14,,,,1460.093159,,,,912.2857581,1638946.034
321,Location 18 - Location 12,18,12,15,,,,1596.129885,,,,924.202874,1837206.707
322,Location 18 - Location 7,18,7,16,,,,1600.058787,,,,987.06219,1806662.604
323,Location 18 - Location 16,18,16,17,,,,1760.807826,,,,1067.838531,2080755.187
324,Location 18 - Location 17,18,17,18,,,,2115.561296,,,,1273.341521,2292362.941
