,biomass_cost_corn,biomass_cost_soy,min_energy_shortfall,energy_differences
199,25352392295,2.04784E+12,8061020667,1.788E+11
200,24076718024,2.02629E+12,9706330636,1.87214E+11
201,25473268200,2.05363E+12,7990188068,1.7743E+11
202,23851929124,1.98915E+12,10636814767,1.84059E+11
203,25066512230,2.05717E+12,8127971119,1.75229E+11
204,25198211700,2.06858E+12,7601207139,1.76475E+11
205,24634021169,2.02651E+12,8886087097,1.74573E+11
206,23565537766,1.98903E+12,10792139212,1.89981E+11
207,24997123662,2.02511E+12,8621739244,1.7916E+11
208,25162024513,2.06781E+12,7671217821,1.76716E+11
209,24107455027,2.02235E+12,9712120957,1.86461E+11
210,24267836038,1.99294E+12,10324120772,1.77597E+11
211,24293085631,1.99859E+12,9906994330,1.76485E+11
212,24222634674,1.99167E+12,10355641218,1.77571E+11
213,24885758803,2.02904E+12,8740811621,1.76212E+11
214,23635020050,1.97666E+12,11407388374,1.94514E+11
215,23583870559,1.9755E+12,11477741228,1.96142E+11
216,25109568046,2.06839E+12,7734508457,1.78487E+11
217,24817557414,2.03871E+12,8532329359,1.75125E+11
218,24492926850,2.01908E+12,9235993070,1.72993E+11
219,23677541853,1.99274E+12,10609902159,1.87999E+11
220,24283785977,1.99106E+12,10277127261,1.76693E+11
221,23901068059,1.98779E+12,10552872706,1.83519E+11
222,24303456713,2.03162E+12,9473412767,1.86832E+11
223,24610146400,2.02414E+12,8937948645,1.74219E+11
224,23658830052,1.97904E+12,11197888988,1.92472E+11
225,23557348117,1.98493E+12,11268175568,2.01268E+11
226,24156830836,2.02612E+12,9669854472,1.86248E+11
227,24826105981,2.05617E+12,8418065774,1.79918E+11
228,25504498164,2.06842E+12,7842268959,1.73857E+11
229,24220593282,2.03255E+12,9425475130,1.88878E+11
230,25228978365,2.07366E+12,7470913338,1.76865E+11
231,24867615821,2.0346E+12,8667380766,1.744E+11
232,24190934470,1.98852E+12,10468496702,1.77212E+11
233,24957993060,2.02376E+12,8770374490,1.76506E+11
234,23751607204,1.99172E+12,10578350127,1.87208E+11
235,24918195562,2.04661E+12,8462287621,1.74743E+11
236,25053729537,2.04315E+12,8439124793,1.7365E+11
237,24316118093,2.00634E+12,9617248858,1.74895E+11
238,24150414427,1.99793E+12,10338170023,1.81561E+11
239,23584515781,1.97479E+12,11415309865,1.95479E+11
240,24133489197,1.98368E+12,10649517997,1.81104E+11
241,24442196534,2.0457E+12,9027337477,1.92471E+11
242,24306767292,2.03175E+12,9324301121,1.86069E+11
243,24738874987,2.02536E+12,9109611332,1.72934E+11
244,24417430799,1.98886E+12,10267413829,1.73961E+11
245,23796085176,1.98802E+12,10778871043,1.86741E+11
246,24220601925,1.99209E+12,10390127702,1.77177E+11
247,25199946469,2.06233E+12,7753622539,1.78817E+11
248,24037085349,2.01719E+12,9798389058,1.8505E+11
249,24979493683,2.02797E+12,8666098187,1.7657E+11
250,24750617994,2.02655E+12,9078419102,1.72397E+11
251,24427237932,2.0524E+12,8960758898,1.93591E+11
252,23735266846,1.98336E+12,10844087420,1.84204E+11
253,24534147075,1.99491E+12,9872213285,1.7186E+11
254,24809157374,2.03912E+12,8540725275,1.75581E+11
255,24682708136,2.03437E+12,8744554330,1.76425E+11
256,24902164412,2.0113E+12,9054003552,1.74291E+11
257,24961536190,2.02616E+12,8974261604,1.70874E+11
258,24292365114,2.00994E+12,9668302566,1.78706E+11
259,25021336371,2.03132E+12,8403616451,1.77033E+11
260,24538699958,2.04626E+12,8320761444,1.84553E+11
261,24731913510,2.06188E+12,8022441178,1.84968E+11
262,24257559687,2.03359E+12,9448813145,1.8668E+11
263,25052104273,2.05631E+12,7963783918,1.75367E+11
264,25197800595,2.04659E+12,8374728788,1.72999E+11
265,24690528757,2.02349E+12,8831460726,1.73637E+11
266,24685228619,2.0294E+12,9260948081,1.7111E+11
267,23585201968,1.98245E+12,11268754482,1.95406E+11
268,24192204021,1.99213E+12,10401277429,1.79841E+11
269,24649999994,1.9998E+12,9586039653,1.69354E+11
270,24122703445,2.0195E+12,9743157433,1.85918E+11
271,24243084832,2.04154E+12,9162178473,1.88058E+11
272,24396887164,2.05266E+12,8739171705,1.90618E+11
273,24504134706,2.0486E+12,9018822420,1.89917E+11
274,25190067013,2.04039E+12,8180809893,1.73187E+11
275,24293006310,2.03296E+12,9351803396,1.85942E+11
276,24204480309,1.99627E+12,10284495144,1.79731E+11
277,24351531723,2.03762E+12,9192712546,1.92011E+11
278,25548179539,2.06324E+12,7818827301,1.7819E+11
279,24984226128,2.05919E+12,8081007955,1.7922E+11
280,25119512040,2.05193E+12,8087131654,1.77666E+11
281,23765173486,1.98727E+12,10785107432,1.84781E+11
282,24266916233,2.04032E+12,9551109762,1.85834E+11
283,24761832325,2.06341E+12,7979725733,1.85658E+11
284,24466667090,2.01959E+12,9197529481,1.73821E+11
285,24611205760,1.99699E+12,9757842385,1.70738E+11
286,24616393423,2.01602E+12,9210858033,1.72627E+11
287,24924513964,2.04561E+12,8210944217,1.76085E+11
288,24603049188,2.01583E+12,8654420318,1.79693E+11
289,23517565039,1.98842E+12,10781898338,1.90202E+11
290,23689466844,1.98565E+12,11122930442,1.9498E+11
291,25015391860,2.0564E+12,8275904022,1.74567E+11
292,24580150876,1.99867E+12,9380929452,1.77035E+11
293,24698149398,2.00956E+12,9210767848,1.7772E+11
294,25029729349,2.03884E+12,8674865189,1.73926E+11
295,24650461490,2.02343E+12,8818196493,1.74269E+11
296,25043052405,2.02496E+12,8654607557,1.7683E+11
297,24059330243,1.98014E+12,10789272875,1.80877E+11
298,24284786022,2.0027E+12,9994928362,1.81744E+11
299,25579652820,2.06347E+12,7818161654,1.77511E+11
300,23545606870,1.97283E+12,11438087064,1.97761E+11
301,24076549917,1.99229E+12,10528136262,1.83903E+11
302,25166207307,2.05668E+12,7961344355,1.78038E+11
303,23665464668,1.98127E+12,11179401777,1.92317E+11
304,24969801145,2.0234E+12,8683033841,1.7322E+11
305,24908624260,2.01659E+12,8903130625,1.75991E+11
306,23624368605,1.9869E+12,10778028864,1.88891E+11
307,23701794139,1.97916E+12,11190784782,1.92585E+11
308,24190303464,1.99265E+12,10309374034,1.79232E+11
309,24912465638,2.02098E+12,9052033778,1.72204E+11
310,24266029778,2.01698E+12,9651037280,1.82496E+11
311,24168060981,2.01772E+12,9670230809,1.85511E+11
312,24887598393,2.04092E+12,8643547945,1.7322E+11
313,24235534912,1.99442E+12,10277584123,1.7946E+11
314,24899046248,2.01596E+12,8930759456,1.76022E+11
315,24917064647,2.01465E+12,9050355474,1.74751E+11
316,24168477872,1.99084E+12,10540672806,1.79011E+11
317,24145516830,1.99211E+12,10489524143,1.83879E+11
318,23814209238,1.98783E+12,10720083655,1.836E+11
319,25127393000,2.05278E+12,8071387514,1.77811E+11
320,25218970683,2.04846E+12,8329768634,1.72847E+11
321,25155654205,2.05619E+12,7988036579,1.77883E+11
322,23960602039,1.99165E+12,10550444829,1.85443E+11
323,25141807741,2.05533E+12,7961348920,1.77927E+11
324,23653156168,1.9857E+12,11091687209,1.93907E+11
325,24578970132,2.02518E+12,8933743436,1.76543E+11
326,23519988240,1.99144E+12,10638632624,1.89718E+11
327,24232564783,2.03364E+12,9481036695,1.86624E+11
328,25234356378,2.0612E+12,7766620283,1.78605E+11
329,24249415845,2.03324E+12,9485262308,1.86364E+11
330,23669222059,1.99339E+12,10548811394,1.88929E+11
331,23737323608,1.9838E+12,10859730426,1.84184E+11
332,23603557788,1.9849E+12,11185454544,1.99709E+11
333,25035224661,2.0379E+12,8608150803,1.75492E+11
334,24737415960,2.01246E+12,9280526466,1.76452E+11
335,25278436735,2.0609E+12,7979783822,1.75035E+11
336,24122867301,1.98928E+12,10529670492,1.82286E+11
337,23675130477,1.98097E+12,11176206376,1.94669E+11
338,25111542134,2.0609E+12,7933281133,1.76151E+11
339,25244829575,2.07595E+12,7415201331,1.77021E+11
340,23947199181,2.0169E+12,9864057294,1.89518E+11
341,23741524956,1.99193E+12,10578819151,1.86998E+11
342,25189508819,2.06467E+12,7745832170,1.8045E+11
343,24456406861,2.00235E+12,9913212518,1.70703E+11
344,24428518791,2.04663E+12,9021536457,1.93288E+11
345,24422451642,2.04752E+12,9012063581,1.93845E+11
346,24924242277,2.05427E+12,8255127493,1.77093E+11
347,23657964890,1.98605E+12,11081024288,1.98368E+11
348,24298270599,2.00524E+12,9652637788,1.75783E+11
349,24064565624,2.01128E+12,9862458242,1.83416E+11
350,23476015252,1.98869E+12,10812790745,1.91484E+11
351,24347183450,2.03462E+12,9270652653,1.90685E+11
352,24169795098,1.9895E+12,10479483012,1.76984E+11
353,24733345461,2.01478E+12,9124409172,1.75858E+11
354,24828942144,2.03481E+12,8793167531,1.7381E+11
355,24822904303,2.03666E+12,8788931548,1.73776E+11
356,25528865146,2.07492E+12,7625553384,1.73773E+11
357,24680001102,2.01233E+12,9176145457,1.77614E+11
358,24938094313,2.03821E+12,8578701466,1.76805E+11
359,25362152222,2.05457E+12,7913646199,1.73168E+11
360,24200285006,2.0304E+12,9433641107,1.8707E+11
361,24199706689,2.02979E+12,9464191898,1.8691E+11
362,24886852328,2.01584E+12,8962949136,1.78909E+11
363,24451027183,2.05143E+12,8901832905,1.94491E+11
364,24198008638,1.99747E+12,10304457737,1.81535E+11
365,25046022314,2.05582E+12,8200087933,1.74986E+11
366,25606470098,2.09176E+12,8403109490,1.71936E+11
367,25000645039,2.02246E+12,8802854474,1.79142E+11
368,24600903364,2.01534E+12,9251284754,1.74736E+11
369,24420877619,2.04681E+12,9100051524,1.90795E+11
370,23972076681,2.01841E+12,9792167926,1.89422E+11
371,23603944293,1.98409E+12,11183725189,1.9895E+11
372,25052305423,2.05962E+12,7975210537,1.75248E+11
373,24911198607,2.04486E+12,8334752037,1.74744E+11
374,23811539968,1.9893E+12,10655120014,1.83344E+11
375,24958663436,2.02777E+12,8694391676,1.76574E+11
376,24990982424,2.01552E+12,9178589012,1.73804E+11
377,23575135443,1.9765E+12,11264923220,1.96412E+11
378,25011267993,2.02276E+12,8660239168,1.79508E+11
379,24784340160,2.01939E+12,9343791867,1.70503E+11
380,24732840115,2.03007E+12,8623616553,1.7466E+11
381,23643679449,1.99146E+12,10593994113,1.88713E+11
382,23686388191,1.99204E+12,10623945529,1.88551E+11
383,24174765188,2.01624E+12,9581952682,1.83355E+11
384,23539838200,1.99028E+12,10740159612,1.9029E+11
385,24246724692,2.04895E+12,9048184648,1.8991E+11
386,24230424935,1.99864E+12,10133983629,1.80301E+11
387,24227878774,1.99862E+12,10138194546,1.80368E+11
388,25083516994,2.04267E+12,8517346047,1.73818E+11
389,25026768112,2.05548E+12,8085480279,1.76282E+11
390,25344098204,2.05813E+12,8098537232,1.72038E+11
391,25010001095,2.03876E+12,8476856771,1.7677E+11
392,24259921667,2.01397E+12,9706264968,1.8099E+11
393,23826050671,2.00139E+12,10180658634,1.84355E+11
394,25211121539,2.0593E+12,7879752117,1.78265E+11
395,24878792969,2.01829E+12,9199686398,1.70571E+11
396,23627848667,1.998E+12,10536522606,1.91164E+11
397,24807222233,2.04395E+12,8546916949,1.75729E+11
398,24189204984,1.9938E+12,10365888441,1.81614E+11
399,23706754157,2.00894E+12,10183973098,1.9101E+11
400,25035538983,2.06014E+12,8000864208,1.76842E+11
401,23607700394,1.9888E+12,10687362212,1.88844E+11
402,25188926901,2.06213E+12,7867570035,1.78223E+11
403,23658478320,1.98934E+12,10705464905,1.87735E+11
404,24002706088,2.02249E+12,9680012188,1.90333E+11
405,23925035648,2.0144E+12,9933249931,1.8595E+11
406,25582603618,2.06396E+12,7739613894,1.77797E+11
407,24153378781,1.98634E+12,10568779324,1.80816E+11
408,24565637783,2.01549E+12,9219433432,1.74156E+11
409,24662161614,2.02284E+12,8905278906,1.74235E+11
410,25299226256,2.04734E+12,8129996771,1.77445E+11
411,24402400836,1.99435E+12,9854719581,1.722E+11
412,24987791036,2.02089E+12,8705033352,1.79498E+11
413,24060258371,2.02655E+12,9569563325,1.89783E+11
414,24722707685,2.03091E+12,8781434724,1.74357E+11
415,25192613179,2.03952E+12,8463404356,1.75817E+11
416,23652943661,1.98373E+12,11166758075,1.94557E+11
417,24227717457,2.00101E+12,10229501064,1.78645E+11
418,24341327872,1.99609E+12,9814599564,1.737E+11
419,24000212591,2.00918E+12,9889030976,1.83132E+11
420,23964757204,2.01569E+12,9898950608,1.87833E+11
421,25041960187,2.05557E+12,7995004362,1.75468E+11
422,24783856269,2.00528E+12,9172912071,1.77636E+11
423,25117000302,2.05431E+12,8018507335,1.77743E+11
424,24126547857,2.03462E+12,9470712284,1.87965E+11
425,24508094742,2.02027E+12,9146800109,1.77246E+11
426,23719540993,1.98905E+12,10585014789,1.87267E+11
427,23472117624,1.98626E+12,11002817674,1.91896E+11
428,24605814653,1.99319E+12,9836112936,1.7313E+11
429,24212594495,1.99229E+12,10357580827,1.80476E+11
430,24915914248,2.02196E+12,9100424398,1.70555E+11
431,23716993052,1.98901E+12,10686067301,1.87625E+11
432,24567682136,2.01662E+12,9246025021,1.72472E+11
433,24197388089,2.02945E+12,9519453650,1.88245E+11
434,23622279258,1.97778E+12,11266168381,1.93279E+11
435,24142811956,2.01451E+12,9667117799,1.87526E+11
436,25182092045,2.06883E+12,7568017498,1.76596E+11
437,24627043146,2.00943E+12,9672289589,1.69436E+11
438,24114698154,1.98233E+12,10714008468,1.81354E+11
439,24752105574,2.0277E+12,9062813559,1.72553E+11
440,24239663663,1.99436E+12,10305781447,1.80755E+11
441,24486322471,2.04648E+12,8988159293,1.91556E+11
442,24374234858,2.00148E+12,9163249392,1.79394E+11
443,24236797826,2.02991E+12,9539636840,1.86649E+11
444,24570982833,1.99319E+12,9938004122,1.72073E+11
445,24814700182,2.03465E+12,8598301262,1.76397E+11
446,24644231670,2.02962E+12,8858366648,1.75343E+11
447,24747317506,2.04015E+12,8595931667,1.76388E+11
448,25096471033,2.05983E+12,7876767731,1.7797E+11
449,24861028889,2.01561E+12,9289792385,1.71416E+11
450,24681179897,2.01394E+12,9249718148,1.74394E+11
451,24490587275,2.05214E+12,8922372786,1.85142E+11
452,24744084401,2.06387E+12,7956652953,1.85329E+11
453,24928152941,2.03932E+12,8523289950,1.76931E+11
454,23847954484,1.98921E+12,10611040117,1.83019E+11
455,24580872799,2.00512E+12,9822161531,1.69685E+11
456,24464344291,2.00343E+12,9055570974,1.81032E+11
457,24558330401,2.01713E+12,8998926117,1.73182E+11
458,23792329532,1.98311E+12,10787657238,1.83011E+11
459,23932586719,2.00095E+12,10100320473,1.82471E+11
460,25074189157,2.03197E+12,8564686787,1.73323E+11
461,25575425504,2.07206E+12,7934248149,1.73154E+11
462,24213445447,2.02975E+12,9483347261,1.88169E+11
463,24186967286,1.97812E+12,10836359879,1.84869E+11
464,23901893522,2.01753E+12,9846151978,1.89994E+11
465,24254879581,2.04752E+12,9100761225,1.90801E+11
466,24912208902,2.0207E+12,9107522175,1.71709E+11
467,25228850084,2.03911E+12,8462140622,1.76587E+11
468,24990219734,2.02246E+12,8662951936,1.76805E+11
469,24862881020,2.02443E+12,8988366905,1.72349E+11
470,24021341331,2.00875E+12,9880841433,1.83076E+11
471,23595746928,1.98029E+12,11227965273,1.9766E+11
472,25081407250,2.05588E+12,8113650527,1.74685E+11
473,24144304284,2.02407E+12,9719425413,1.86197E+11
474,24228107180,1.99551E+12,10194072966,1.79755E+11
475,23788899173,1.99002E+12,10686385375,1.84736E+11
476,24216568565,1.99202E+12,10389317923,1.77254E+11
477,25057535906,2.06197E+12,7886938391,1.75852E+11
478,24888087839,2.0419E+12,8469629769,1.75565E+11
479,24182593430,2.03474E+12,9513972116,1.86726E+11
480,24614284708,2.0264E+12,8907254303,1.76863E+11
481,25055599261,2.04758E+12,8178539027,1.77828E+11
482,24175856725,1.98885E+12,10463240757,1.81928E+11
483,23881895276,1.99138E+12,10573573797,1.83739E+11
484,23584629211,1.98322E+12,11177278544,1.9998E+11
485,25419161598,2.06488E+12,7876958726,1.7395E+11
486,24311041061,2.00096E+12,9859916551,1.76707E+11
487,25192218721,2.05826E+12,7923299436,1.77964E+11
488,24352710530,2.04554E+12,9133093550,1.87347E+11
489,24218650817,1.99173E+12,10400485798,1.77114E+11
490,23707682897,1.98429E+12,11031742213,1.9515E+11
491,24652036795,2.04515E+12,8376815835,1.82608E+11
492,23933829349,2.0048E+12,9988421775,1.83593E+11
493,24317716381,1.9937E+12,10046749574,1.81555E+11
494,23795951311,1.99166E+12,10648671474,1.84759E+11
495,24051289151,2.02125E+12,9725679760,1.86158E+11
496,25111166784,2.07123E+12,7738351244,1.78009E+11
